Username,Last name,First name,Email address,Status,Started,Completed,Duration,Grade/100.00,Question 1,Response 1,Right answer 1
id_87923109,Castaneda,Lauren,l.castaneda@student.example.com,Finished,9 July 2025  2:37 PM,9 July 2025  2:42 PM,4 mins 25 secs,50.0,"Variable 1: \({8,090}\)     Variable 2: \({987}\)    Questions: \({1}\) and \({10}\)   ",Seed: 126569; ans1: 2 [score]; ans2: 1 [score]; ans3: 7 [score]; ans4: 10000 [score]; ans5: 4 [score]; ans6: 1 [score]; prt1: # = 1 | prt1-1-F | prt1-2-T; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 0 | prt4-1-F | prt4-2-F; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 126569; ans1: 1974 [score]; ans2: 1 [score]; ans3: 3 [score]; ans4: 6472 [score]; ans5: 4 [score]; ans6: 2 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_70550596,Williams,Christopher,c.williams@student.example.com,Finished,9 July 2025  3:52 PM,9 July 2025  3:55 PM,3 mins 2 secs,83.33,"Variable 1: \({18,437}\)     Variable 2: \({4,390}\)    Questions: \({1}\) and \({5}\)   ",Seed: 716650; ans1: 2 [score]; ans2: 1 [score]; ans3: 8 [score]; ans4: 922 [score]; ans5: 1 [score]; ans6: 26 [score]; prt1: # = 1 | prt1-1-F | prt1-2-T; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 716650; ans1: 8780 [score]; ans2: 1 [score]; ans3: 3 [score]; ans4: 922 [score]; ans5: 1 [score]; ans6: 26 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_55113143,Williams,James,j.williams@student.example.com,Finished,9 July 2025  3:55 PM,9 July 2025  4:33 PM,37 mins 7 secs,66.67,"Variable 1: \({6,171}\)     Variable 2: \({781}\)    Questions: \({9}\) and \({2}\)   ",Seed: 586129; ans1: 6171 [score]; ans2: 3 [score]; ans3: 35 [score]; ans4: 74052 [score]; ans5: 1 [score]; ans6: 9 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 586129; ans1: 6171 [score]; ans2: 3 [score]; ans3: 28 [score]; ans4: 74052 [score]; ans5: 1 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_63247079,Anderson,Luis,l.anderson@student.example.com,Finished,9 July 2025  3:59 PM,9 July 2025  4:15 PM,15 mins 49 secs,50.0,"Variable 1: \({15,560}\)     Variable 2: \({2,047}\)    Questions: \({7}\) and \({11}\)   ",Seed: 528479; ans1: 1535 [score]; ans2: 2 [score]; ans3: 1 [score]; ans4: 31 [score]; ans5: 4 [score]; ans6: 2 [score]; prt1: # = 0 | prt1-1-F | prt1-2-F; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-F | prt4-2-T; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 528479; ans1: 716 [score]; ans2: 2 [score]; ans3: 31 [score]; ans4: 16 [score]; ans5: 4 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_56737561,Adkins,Carla,c.adkins@student.example.com,Finished,9 July 2025  4:04 PM,9 July 2025  4:06 PM,2 mins 2 secs,50.0,"Variable 1: \({7,321}\)     Variable 2: \({1,703}\)    Questions: \({5}\) and \({6}\)   ",Seed: 183064; ans1: 367 [score]; ans2: 1 [score]; ans3: 7 [score]; ans4: 500 [score]; ans5: 2 [score]; ans6: 35 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 0 | prt4-1-F | prt4-2-F; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 183064; ans1: 366 [score]; ans2: 1 [score]; ans3: 26 [score]; ans4: 6589 [score]; ans5: 2 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_11291038,Stewart,William,w.stewart@student.example.com,Finished,9 July 2025  4:11 PM,9 July 2025  4:29 PM,17 mins 44 secs,100.0,"Variable 1: \({19,238}\)     Variable 2: \({2,748}\)    Questions: \({10}\) and \({3}\)   ",Seed: 148655; ans1: 15391 [score]; ans2: 4 [score]; ans3: 2 [score]; ans4: 77 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 148655; ans1: 15390 [score]; ans2: 4 [score]; ans3: 2 [score]; ans4: 77 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_68343740,Park,Thomas,t.park@student.example.com,Finished,9 July 2025  4:22 PM,9 July 2025  4:46 PM,24 mins 22 secs,100.0,"Variable 1: \({13,667}\)     Variable 2: \({2,531}\)    Questions: \({9}\) and \({2}\)   ",Seed: 987945; ans1: 13667 [score]; ans2: 3 [score]; ans3: 28 [score]; ans4: 164004 [score]; ans5: 1 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 987945; ans1: 13667 [score]; ans2: 3 [score]; ans3: 28 [score]; ans4: 164004 [score]; ans5: 1 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_98909797,Berry,George,g.berry@student.example.com,Finished,9 July 2025  4:36 PM,9 July 2025  4:43 PM,6 mins 38 secs,100.0,"Variable 1: \({6,350}\)     Variable 2: \({747}\)    Questions: \({11}\) and \({8}\)   ",Seed: 416958; ans1: 7 [score]; ans2: 4 [score]; ans3: 3 [score]; ans4: 30 [score]; ans5: 3 [score]; ans6: 24 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 416958; ans1: 6 [score]; ans2: 4 [score]; ans3: 3 [score]; ans4: 30 [score]; ans5: 3 [score]; ans6: 24 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_99282681,Brewer,Blake,b.brewer@student.example.com,Finished,1 August 2025  6:41 PM,1 August 2025  6:56 PM,14 mins 22 secs,83.33,"Variable 1: \({9,002}\)     Variable 2: \({1,125}\)    Questions: \({8}\) and \({11}\)   ",Seed: 192557; ans1: 28 [score]; ans2: 3 [score]; ans3: 10 [score]; ans4: 9 [score]; ans5: 4 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 192557; ans1: 28 [score]; ans2: 3 [score]; ans3: 24 [score]; ans4: 9 [score]; ans5: 4 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_64767295,Bridges,Danielle,d.bridges@student.example.com,Finished,2 August 2025  1:47 PM,2 August 2025  3:00 PM,1 hour 13 mins,83.33,"Variable 1: \({13,937}\)     Variable 2: \({3,318}\)    Questions: \({4}\) and \({3}\)   ",Seed: 675485; ans1: 279 [score]; ans2: 1 [score]; ans3: 8 [score]; ans4: 56 [score]; ans5: 1 [score]; ans6: 16 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 675485; ans1: 279 [score]; ans2: 1 [score]; ans3: 8 [score]; ans4: 56 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
